id,type,category_sel,agreement,mail,name,genre_sel,group_sel,description,addr_sel,addr,area_sel,takeaway_sel,takeaway_menu,takeaway_note,delivery_demaekan,delivery_ubereats,delivery_own,delivery_other,delivery_note,phone,open_day,payment_cash,payment_card,payment_qr,payment_emoney,payment_note,website,twitter,facebook,instagram,line,sns_other,transportation,diet_note,allergy_note,latitude,longitude,covid19_note,note,expired_shop_date,closes_shop_date,soldout_takeaway_date,soldout_delivery_date,created_date,update_date
66,1,1,1,,お好み焼き 輪 （Rin）,6,-1,,神奈川県川崎市川崎区,藤崎４丁目６−１８,7,1,"お好み焼き各種…780円〜
唐揚げ…680円
タコライス…680円
牛カルビ丼…680円
豚みそカルビ丼…680円
各種おつまみ…680円
他

営業時間は18:00〜20:00まで。",,0,0,0,0,,044-577-0652,,0,0,0,0,,,,,,,,,,,35.525257,139.719818,,,,,,,2020-05-10 11:20:49,2020-05-10 11:20:49
65,1,1,1,,lotus,12,-1,,神奈川県川崎市川崎区,中島２丁目１２−４,7,1,"テイクアウトのご予約は、当日お昼の注文は13:00まで、当日夜と翌日お昼の注文は17:00までだそうです。
日替わりメニューもあるそうなので、詳しくは下記までお問い合わせください。",,0,0,0,0,,080-3606-0547,,0,0,0,0,,,,,,,,,,,35.528599,139.716736,,,,,,,2020-05-10 11:15:41,2020-05-10 11:15:41
64,1,1,1,,韓国創作料理SESAME,0,-1,川崎1美味しいカルビクッパはいかがですか！？,神奈川県川崎市川崎区,小川町3-2 sesame内,7,1,カルビクッパ、カルビスープ、鳥クッパ、キムチ炒飯。,,0,0,0,0,,,"営業時間：11:30～13:30  （月～金）、17:00～20:00  （月～土）
定休日：日曜日、その他（祭日）",0,0,0,0,,,,,,,,,,,35.528313,139.698563,,,,,,,2020-05-07 22:27:37,2020-05-07 22:27:37
63,1,3,1,,がんこフードサービス株式会社,3,-1,いつもご来店有難うございます！ がんこ川崎店です！  このたび<<１コイン弁当(税込500円)>>始めました！  鳥から弁当・さば塩焼き弁当・すき焼き弁当・のり弁当 白身フライから揚げカレー などなどご用意しております！,神奈川県川崎市川崎区,砂子2-6-7,7,1,"◇５００円弁当
ご飯がすすむ鳥から弁当
どかっと半身さば塩焼き弁当
温泉玉子付きすき焼き弁当
さばと大根のうま煮弁当
美味しい黒酢の鳥から弁当
ミックスのり弁当
えびときすの天丼
とろ玉子かつ丼
白身フライとから揚げカレー","その他単品メニューもございます。
詳細はご連絡ください。",0,1,1,0,"◇お店から1km圏内　1,500円以上から承ります。
※上記目安としておりますが、ご要望に応じて対応させて頂きます。
お問い合わせください。

◇ご注文は前日16時まで",,"営業時間：11:00～15:00(L.O.14:30)、16:30～20:00(L.O.19:00)
※土日祝は通し営業です
定休日：なし",0,0,0,0,,https://www.gankofood.co.jp/shop/detail/wa-kawasaki,,https://www.facebook.com/Gankofoodtokyo/posts/,,,,,,,35.528725,139.700012,,,,,,,2020-05-07 22:23:50,2020-05-07 22:23:50
62,1,1,1,,Grill-Pan Zen (グリルパンゼン),8,-1,本格的な鉄板焼とフランス料理の融合した、川崎には無いお店を目指しています。鉄板が付いた個室もご用意しています。本格的な料理と優雅な時間をお過ごし下さい。 ランチは、リーズナブルにご用意しています。,神奈川県川崎市川崎区,砂子2-11-25 丸滝砂子ビル5階,7,1,"黒毛和牛ハンバーグ丼800円、牛はらみ丼800円、ステーキ丼3000円等
",ご予算に応じて対応させて頂きます。,0,0,0,0,,,"営業時間：11:30～14:00、17:30～23:00
定休日：なし",0,0,0,0,,https://restaurant.ikyu.com/110388/,,,,,,,,,35.530155,139.701508,,,,,,,2020-05-07 22:19:53,2020-05-07 22:19:53
61,1,1,1,,チャ～ボン多福楼 川崎本店,2,-1,麻婆豆腐、唐揚げ、餃子、牛バラ刀削麺が人気のお店。 一品料理～ラーメン、チャーハン、焼きそばを充実しています！！ 是非、多福楼の美味しい中華を貴方の食卓に！ 【中華が家族を熱くなる】,神奈川県川崎市川崎区,砂子2-7-9 宮ビル,7,1,"全メニューテイクアウト可。
オススメ！！
焼き餃子(生餃子も）5個390円
水餃子(生餃子も）5個390円
麻婆豆腐950円
五目チャーハン690円
詳しい情報は【食べログ】まで",,0,0,0,0,,,"営業時間：12:30～23:00
定休日：なし",0,0,0,0,,https://s.tabelog.com/kanagawa/A1405/A140501/14004879/,,https://www.facebook.com/tahukurou.kawasaki/,kawasaki.debisueru,,http://devisl.com,,,,35.528427,139.700653,,,,,,,2020-05-07 22:15:44,2020-05-07 22:15:44
60,1,3,1,,おつけもの慶  KEIDELI八〇八,1,-1,川崎名物「おつけもの慶 kei」がプロデシュースする食堂「KEIDELI八〇八」です。 「おいしく食べて笑顔になれる場所」「発酵こそ、美活腸活」をモットーに、ランチタイムに慶キムチ、塩糀に漬けた唐揚げ、サバ、鮭などの定食をご提供いたします。,神奈川県川崎市川崎区,渡田新町3-7-19,7,1,"・塩糀漬け　から揚げ弁当（白米／十穀米）
・塩糀漬け　豚ロース焼肉弁当（はくK枚／十穀米）
・塩糀漬け　サバ焼き弁当（白米／十穀米）
・塩糀漬け　焼き鮭弁当（白米／十穀米）
・「慶」の豚キムチ弁当
・「慶」キムチのカレー",,0,0,1,0,川崎市内全域,,"営業時間：平日 11:49～15:00／弁当注文受付10:00～15:00
定休日：水曜日、日曜日、その他（祝祭日）",0,0,0,0,,https://gf-a.jp/?page_id=46,,https://www.facebook.com/pg/keideli808/posts/,,,https://www.youtube.com/channel/UCpx1b4wDqdotyCWbAc2kfsg,,,,35.519939,139.69899,,,,,,,2020-05-07 22:12:45,2020-05-07 22:12:45
59,1,1,1,,北前鮮魚　宜候,3,-1,多くの魚が水揚げされて3～4日で悪くなって行きますが、宜候ブランドの魚は5日目から刺身でも美味しくなって行きます。魔法の熟成魚です。放血神経〆天然熟成魚を使用している、魚にこだわっている店です。長崎五島直送の宜候ブランドの魚をお試しくださいね。,神奈川県川崎市川崎区,東田町7-3 2F,7,1,幕の内弁当1080円、カツ丼810円、鉄火丼1080円、ちらし丼1300円、にぎり1620円、上鉄火丼1620円、天然熟成刺身盛り合せ2～3人前3240円、天然熟成クエ鍋切身セット1人前2160円(2人前より)。,,0,0,0,0,,,"営業時間：11:30～13:30、17:00～20:00
定休日：日曜日",0,0,0,0,,,,,,,,,,,35.529472,139.702881,,,,,,,2020-05-07 22:08:39,2020-05-07 22:08:39
58,1,1,1,,中華　　成喜,2,-1,,神奈川県川崎市川崎区,小川町2-11 成喜ビル,-1,1,"餃子、チャーハン、シューマイ、焼そば
鶏カシューナッツ炒め、
牛肉ピーマン細切り炒め
ラーメン、スープ類等",,0,0,0,0,,,"営業時間：11:30～20:00(L.O19:30)
※　土曜日、祝日は14:30～17:00まで休憩
定休日：日曜日",0,0,0,0,,http://www.naruki-kawasaki.com,,,,,,,,,35.528378,139.69873,,"お土産予約もしております、
ご利用お待ちしております。",,,,,2020-05-07 22:06:11,2020-05-07 22:06:11
57,1,1,1,,イタリア料理 モナリザン,5,-1,1964年創業　川崎で一番古いイタリア料理。創業当初からのナポリタンから本場仕込みの生パスタやワインの進む小皿料理やメインディッシュまで。炭火焼きのイチボは絶品です。,神奈川県川崎市川崎区,東田町4-10,7,1,"キャセロールスパゲッティ　
キャセロールスパゲティソース（冷凍）
マルゲリータ
ミックスピザ
牛ヒレ肉のガーリックバターソテー",,0,0,0,0,,,"営業時間：11:00～19:00
定休日なし",0,0,0,0,,http://www.monarizan.co.jp/,https://twitter.com/italiamonarizan,,https://www.instagram.com/monarizan.co.jp/,,,,,,35.529209,139.701859,,,,,,,2020-05-07 22:01:18,2020-05-07 22:01:19
56,1,1,1,,蕎麦膳はやま,3,-1,いつもありがとうございます。ご飯物、生そばを主にお持ち帰りいただけます。店内は空間に余裕をもってお食事いただけます。息抜きの散歩に川崎大師にお越しの際は、お気軽にお立ち寄りいただければ幸いです。,神奈川県川崎市川崎区,大師町5-4,7,1,天丼、かつ丼、親子丼、玉子丼、うな重、生そば（茹でてください）、あんみつ,,0,0,0,0,,,"営業時間：11:00～15:00
不定休",0,0,0,0,,https://www.navida.ne.jp/snavi/100902_1.html,,,,,https://tabelog.com/kanagawa/A1405/A140502/14005049/,,,,35.534275,139.73085,,,,,,,2020-05-07 21:58:24,2020-05-07 21:58:24
55,1,1,1,,炭火焼肉 大将軍,8,-1,崎駅から徒歩5分の立地で、60年続く老舗焼肉店「大将軍」です。 お肉は、A4～5ランクの極上和牛を使用しています。 高級備長炭で焼くため、外はカリッ、中はふっくらの炭火焼を味わえます。,神奈川県川崎市川崎区,小川町5-17 新井ビル１階,7,1,"和牛焼肉弁当　1,600円（税抜）
ビビンバ弁当　1,000円（税抜）
カルビスープ　900円（税抜）
自家製キムチ　600円（税抜）
単品お肉(カルビ･ハラミ･タン塩など)",各種お弁当に加え、60年間変わらぬ製法で愛され続ける「カルビスープ」などサイドメニューもテイクアウト可能ですので、是非ご利用くださいませ。,0,0,0,0,,,"営業時間：11:00～20:00
12/31、1/1は休み。",0,0,0,0,,http://www.daishogun.info/,,,,,,,,,35.52774,139.69722,,,,,,,2020-05-07 21:54:11,2020-05-07 21:54:11
54,1,3,1,,日乃屋カレー 川崎たちばな通り店,7,-1,神田カレーグランプリ第三回で優勝！ 第五回で史上初の殿堂入りカレーライスチェーン店！ 日乃屋カレーです！ 昭和の家庭のカレーライスを目指しております！,神奈川県川崎市川崎区,東田町5-1,7,1,名物カツカレー、メンチカツカレー、ササミチーズカツカレー、ほうれん草カレー、オクラカレー、チーズカレー、ハンバーグカレー、エビフライカレー、ウインナーカレー、チキンカレー、コカ・コーラorZERO 500ml pet、その他,,1,1,0,0,,,"営業時間：11:00～14:00、17:00～20:00
新型コロナ情勢により不定休、 予告無しで早く閉店する等ございます。",0,0,0,0,,https://g.page/hinoyakawasaki?gm,https://twitter.com/curry8888881,,,,http://hinoya.jp/shops/,"JR川崎駅東口＆京急川崎駅より徒歩約７分
たちばな通り商店街内
→川崎市役所第三庁舎の裏",,,35.529915,139.702347,,,,,,,2020-05-07 21:50:46,2020-05-07 21:50:46
53,1,3,1,,タイレストランコピーピー小杉店,7,-1,,神奈川県川崎市中原区,新丸子町915-2 サミットビル1F,1,1,,ディナータイムのテイクアウト　3品で500円引きです^ ^ LINEでのご注文がスムーズです。,0,1,0,0,,044ｰ722ｰ7009,"[平日] 11:30～14:00（L.O.13:45） 17:30～23:30（L.O.23:00） 
[土・日・祝] 12:00～23:30（L.O.23:00）",0,0,0,0,,www.facebook.com/kohphiphi.mk/,,,,,,武蔵小杉駅 徒歩4分,,,35.578157,139.660222,アルコール除菌・手洗い必須、席の間引き,,,,,,2020-05-05 11:20:53,2020-05-05 11:20:53
52,1,1,1,,中華食堂かどや,2,-1,1948年創業の『かどや』では、先代より続く名物トルコライスや定番の中華料理を各種取り揃えています。,神奈川県川崎市中原区,小杉町３丁目１５01番地セントレア武蔵小杉7-101,1,1,,,0,0,0,0,,044-722-2980,月～水、金、土、祝前日: 11:30～14:30 （料理L.O. 14:30 ドリンクL.O. 14:30） 18:00～21:00 （料理L.O. 21:00 ドリンクL.O. 21:00）,1,1,1,1,,,,,,,,東急・ＪＲ武蔵小杉駅南口３より徒歩約３分,,,35.574684,139.657257,,,,,,,2020-05-05 10:48:09,2020-05-05 10:48:10
51,1,3,1,,アジ庵美味１・２・３,7,-1,,神奈川県川崎市幸区,中幸町１丁目５２ メゾンテルヤ1F,8,1,あっさり鶏フォー、コク深い牛フォー、どちらもオススメです！,,0,0,1,0,,川崎市川崎区,,0,0,0,0,,,,,,,,,,,35.536251,139.692184,,,,,,,2020-04-30 13:20:52,2020-04-30 13:20:53
50,1,3,1,,大島飯店,2,-1,地元の方や近所で働く方に親しまれている昔ながらの大衆中華料理店です。こちらの名物は何と言っても餃子。ニンニクが効いた餡と、もっちり食感の皮が絶妙です。,神奈川県川崎市川崎区,大島５丁目６−１１,7,1,,,0,0,1,0,,044-233-7779,,0,0,0,0,,,,,,,,,,,35.523582,139.717377,,,,,,,2020-04-29 11:43:44,2020-04-29 11:43:44
49,1,1,1,,ファミリー炉端 うおせん,6,-1,旧中盛会通りに面する「ファミリー炉端うおせん」さんでも、15:00からテイクアウトメニューを始めたそうです。メニューはその日仕入れた食材から考えているので日によって違うとのこと。  ,神奈川県川崎市川崎区,中島２丁目７−８,7,1,,,0,0,0,0,,044-222-4051,,0,0,0,0,,,,,,,,,,,35.528561,139.716049,,,,,,,2020-04-29 11:34:35,2020-04-29 11:34:35
48,1,1,1,,なかやま,6,-1,居酒屋のなかやまさんが、本日よりお弁当のテイクアウトを始めたそうです。  メニューは日替わりと焼き魚から選べます。お値段は税込600円。  数量限定ですのでお早めに。電話での予約がスムーズです。,神奈川県川崎市川崎区,中島3-4,7,1,,,0,0,0,0,,044-244-9498,,0,0,0,0,,,,,,,,,,,35.527397,139.715973,,,,,,,2020-04-29 11:27:25,2020-04-29 11:27:25
47,1,1,1,,OysterBar MARIO Barba,12,-1,,神奈川県川崎市高津区,溝の口1-1-2,3,1,"ちょこっとおつまみ：350円
前菜盛り合わせ：800円
からあげ：300円/100g
森林鶏のレバーパテ：500円
ムール貝の白ワイン蒸し：750円
Barbaのシンプルなトマトソースパスタ：650円
自家製ソーセージとズッキーニの煮込みソース：650円
本日のドリア：650円～",,0,0,0,0,,044-829-1417,"月・水・木・金・土・日・祝日
17:00〜00:00",0,0,0,0,,http://mariobarba.favy.jp/,,,,,,溝の口徒歩2分,,,35.59836687,139.6123588,,,,,,,2020-04-29 09:33:14,2020-04-29 09:33:14
46,1,1,1,,麺屋こころ 溝の口店,10,-1,,神奈川県川崎市高津区,溝口1-1-2,3,1,"台湾まぜそば：850円
塩まぜそば：880円
カレー台湾まぜそば：880円
肉メンまぜそば：920円
肉入り台湾まぜそば：1,060円
ネギ増し台湾まぜそば：970円
全部のせ台湾まぜそば：1,250円",,0,0,0,0,,044-712-8339,"平日：昼11:30〜14:30／夜18:00〜22:30
土：昼11:30〜15:30／夜18:00〜21:30
日祝：昼11:30〜15:30／夜18:00〜20:30",0,0,0,0,,https://twitter.com/kokoronokuchi,kokoronokuchi,,,,,溝の口駅徒歩2分,,,35.59835378,139.6123642,,,,,,,2020-04-29 09:20:25,2020-04-29 09:20:25
45,1,1,1,,薪窯ピザ Pizzeria Loquace da MARIO,4,-1,黄色い壁と青いテントが目を引く薪窯ピッツェリア。「表面はカリッと中はしっとり」が特徴の本格的なナポリピッツァをお召しあがりいただけます！,神奈川県川崎市高津区,久本1-6-1持田ビル1F,3,1,,,0,0,0,0,,044-385-0341,"【月･水･金曜日】11:30-14:30（L.O.14:00）/ 17:00-23:00（L.O.22:00）
【土･日曜日･祝日】11:30-15:00（L.O.14:30）/ 17:00-23:00（L.O.22:00）",0,0,0,0,,https://www.loquace-da-mario.com/,,pizzamario,,,,溝の口駅徒歩3分,,,35.59745086,139.6130079,,,,,,,2020-04-28 17:31:35,2020-04-28 17:31:35
44,1,3,1,,新丸子カレー工房パルコ,7,1,,神奈川県川崎市中原区,新丸子町738 セントラル高田ビル 1F,1,1,タルタル南蛮カレー他全メニュー,,0,1,0,0,,0447220766,"[月～水、金] 11:00～15:00, 18:00～22:00
[土・日・祝] 11:00～21:00
木曜定休",0,0,0,1,,parcocurry.com,,,,,,"東急東横線新丸子西口より徒歩１分。
改札出て右手に進み、角にあるビルを周り込んだ先右側。
新丸子駅から39m",,,35.580891,139.661743,手洗い除菌を徹底しています。,,,,,,2020-04-28 14:32:57,2020-04-28 14:35:16
43,1,3,1,,ニューパンジャビバーベキュー,7,1,武蔵小杉の商店街を抜けた所にひっそりと佇むお店♪一歩足を踏み入れたくなる外観はゾウの置物が目印です。,神奈川県川崎市中原区,小杉町3-70-4,1,1,,対応時間は営業時間と同じです。,0,1,0,0,,044-455-7311,"11:00～14:30(L.O.)、18:00～24:00(L.O.)　
日曜営業",0,0,0,0,,https://punjabi-bbq.owst.jp/,,,,,,"武蔵小杉東横線から徒歩5分
武蔵小杉駅から416m",,,35.573044,139.656784,,,,,,,2020-04-28 14:25:33,2020-04-28 14:26:13
42,1,1,1,,日本酒バルsui,6,1,当店自慢の鳥取大山どり串焼き、本場本物静岡おでん、毎日市場より仕入れの各種魚料理を是非ご家庭でもご賞味下さいませ。,神奈川県川崎市中原区,新丸子東1-785 プロミネンス新丸子 1F,1,1,"焼き鳥、鳥唐揚げ、静岡おでん、鮮魚お造り盛り合わせ、魚フライ、焼き魚、魚天婦羅、自家製燻製盛り合わせ、珍味盛り合わせ、おばんざい盛り合わせ。
4月24日付けで期限付き酒類販売免許の許可がおりましたので、本日より日本酒もテイクアウト販売致します。180ccの瓶を仕入れましたので、そちらに入れてテイクアウト致します。瓶代は別途。テイクアウト限定㊙️サービスあります‼️是非この機会に当店の銘酒をご自宅でお楽しみ下さい。",事前のご予約も出来ます。当日でも可能。,0,0,0,0,,0444333503,"月曜日～土曜日、祝日：1730～2400(ラストオーダー2300フード、2330ドリンク)
定休日：日曜日＋不定休",1,0,1,0,,,suinihonshu,上村盛吾,sui.nihonshu,,,"東急東横線、東急目黒線　新丸子駅　東口から徒歩1分
ＪＲ武蔵小杉駅　北口から徒歩8分
ＪＲ武蔵小杉駅　横須賀線 新南口から徒歩１0分
新丸子駅から129m",,,35.580559,139.663651,アルコール除菌、席の間引き、店内換気,,,,,,2020-04-28 14:11:42,2020-04-28 14:11:42
41,1,3,1,,太陽のトマト麺元住吉支店,10,1,【健康的なラーメン！】テレビ出演もした、激辛トマトラーメンが食べられる人気店,神奈川県川崎市中原区,木月３-１７-１６,1,1,"太陽のチーズラーメン 950円（税込）太陽のラーメン 840円（税込）太陽のナスラーメン 920円（税込）
太陽のボンゴレ麺 950円（税込）太陽のハバネロラーメン 950円（税込）太陽のハバネロチーズラーメン 1050円（税込）",受付時間11:00～22:00,1,1,0,0,,0444313134,11:00〜24:00 LO23:30,0,0,0,0,,http://taiyo-tomato.com/,,,,,,"■駅からのアクセス
東急東横線 ／ 元住吉駅 徒歩6分（440m）
東急東横線 ／ 日吉駅 徒歩17分（1.3km）
東急東横線 ／ 武蔵小杉駅 徒歩20分（1.5km）

■バス停からのアクセス
川崎鶴見臨港バス 原62 木月三 徒歩2分（120m）
川崎鶴見臨港バス 原62 木月一 徒歩2分（140m）
川崎鶴見臨港バス 原62 中ノ町住宅前 徒歩5分（330m）",,,35.565208,139.650711,バリアス１を使用してのテーブル拭き上げ、3時間毎の店内、外ドアノブ、取っ手の拭き取り消毒、HACCPに基づいた従業員の体調管理,,,,,,2020-04-27 18:09:35,2020-04-27 18:09:35
40,1,3,1,,ホテル精養軒,0,1,ゆっくりとお食事やカフェタイムを過ごせる幸せな居場所、 「ホテル精養軒レストランラウンジ」と、 心躍る鮮やかなパーティ会場「宴会場」。 共に過ごす温かな時間を彩ります。,神奈川県川崎市中原区,小杉町3-10,1,1,"■精養軒ビーフカレー　　　　　　800円(ライス付　900円)
■海老たっぷりシュリンプカレー　800円(ライス付　900円)
■じっくり煮込んだチキンカレー　750円(ライス付　850円)
■特製ビーフシチュー　　　　　 1,100円(ライス付 1,200円)
■天丼　　　　　　　　　　　　　800円
■ミニサラダ　　　　　　　　　　200円","※上記料金に別途消費税(8％)を頂戴いたします。
※11:30~18:30でご注文を承ります。",0,0,1,0,"合計金額が5,000円以上のお客様 プラス500円(武蔵小杉エリア限定)でお届け致します。",0447118855,"新型コロナウィルス感染拡大防止及び緊急事態宣言を受け、

2020年4月13日(月)~5月6日(水)までの間、
下記の営業時間に変更させて頂きます。

ランチタイム　：11時30分~15時00分(ラストオーダー 14時00分)
カフェタイム　：14時00分~19時00分(ラストオーダー 18時30分)
※ランチタイム、カフェタイムのみの営業となります。",0,1,0,0,,https://www.seiyoken.com/news/details.php?id=42,,,,,,"武蔵小杉駅南口①から徒歩3分。
（横須賀線と湘南新宿ラインは新南口より徒歩7分。）",,,35.573914,139.656311,"■アルコール消毒液を入口に設置
■営業時間内は換気対応
■間隔を空けてお席をご案内",,,,,,2020-04-27 15:57:42,2020-04-27 15:57:42
